path,label,tamper_type,provenance,filename,format
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_ani_30447.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_ani_30447.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_nat_30050.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_nat_30050.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_ani_30530.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_ani_30530.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_art_10008.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_art_10008.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_ind_30090.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_ind_30090.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_art_00017.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_art_00017.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_NRN_M_N_nat00075_nat00075_11101.jpg,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_NRN_M_N_nat00075_nat00075_11101.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_CNN_M_N_cha00017_cha00017_10313.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_CNN_M_N_cha00017_cha00017_10313.tif,tif
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_NNN_S_N_ani20013_ani20013_02056.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_NNN_S_N_ani20013_ani20013_02056.tif,tif
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_nat_30443.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_nat_30443.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_CNN_S_N_art00032_art00032_10467.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_CNN_S_N_art00032_art00032_10467.tif,tif
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_sec_30488.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_sec_30488.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_CRN_S_N_art00016_art00016_10274.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_CRN_S_N_art00016_art00016_10274.tif,tif
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_D_NNN_M_B_sec00036_nat00035_20123.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_D_NNN_M_B_sec00036_nat00035_20123.tif,tif
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_nat_00010.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_nat_00010.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_art_00085.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_art_00085.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_ani_30283.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_ani_30283.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_ani_30574.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_ani_30574.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_CNN_M_N_cha00073_cha00073_11026.jpg,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_CNN_M_N_cha00073_cha00073_11026.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_D_NNN_M_N_nat00073_nat00097_11103.jpg,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_D_NNN_M_N_nat00073_nat00097_11103.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_nat_30101.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_nat_30101.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_NNN_S_N_ani10219_ani10219_12385.jpg,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_NNN_S_N_ani10219_ani10219_12385.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_NNN_S_B_pla00049_pla00049_01158.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_NNN_S_B_pla00049_pla00049_01158.tif,tif
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_nat_10152.bmp,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_nat_10152.bmp,bmp
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_nat_30522.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_nat_30522.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_arc_30480.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_arc_30480.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_nat_30490.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_nat_30490.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_arc_30832.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_arc_30832.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_arc_30541.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_arc_30541.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_nat_10122.JPG,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_nat_10122.JPG,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_NNN_M_N_cha00043_cha00043_11009.jpg,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_NNN_M_N_cha00043_cha00043_11009.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_NNN_S_N_ind00042_ind00042_01332.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_NNN_S_N_ind00042_ind00042_01332.tif,tif
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_arc_30695.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_arc_30695.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_D_NND_M_O_cha00097_txt00033_10171.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_D_NND_M_O_cha00097_txt00033_10171.tif,tif
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_ani_10201.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_ani_10201.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_NNN_S_O_art00019_art00019_20038.jpg,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_NNN_S_O_art00019_art00019_20038.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_D_NRN_S_N_nat00044_ani00005_11435.jpg,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_D_NRN_S_N_nat00044_ani00005_11435.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_arc_30648.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_arc_30648.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_D_NRN_M_N_art00034_nat10122_11872.jpg,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_D_NRN_M_N_art00034_nat10122_11872.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_ani_20030.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_ani_20030.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_arc_30138.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_arc_30138.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_sec_30698.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_sec_30698.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_D_NRN_S_N_cha00054_cha00086_11719.jpg,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_D_NRN_S_N_cha00054_cha00086_11719.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_NNN_S_N_cha20004_cha20004_02003.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_NNN_S_N_cha20004_cha20004_02003.tif,tif
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_NRN_M_N_nat00020_nat00020_11045.jpg,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_NRN_M_N_nat00020_nat00020_11045.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_NNN_S_N_ind20064_ind20064_01805.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_NNN_S_N_ind20064_ind20064_01805.tif,tif
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_pla_30608.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_pla_30608.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_nat_30309.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_nat_30309.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_D_NNN_S_N_ani10114_ani10112_11627.jpg,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_D_NNN_S_N_ani10114_ani10112_11627.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_CNN_S_N_sec00087_sec00087_11122.jpg,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_CNN_S_N_sec00087_sec00087_11122.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_NNN_S_N_pla20077_pla20077_02360.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_NNN_S_N_pla20077_pla20077_02360.tif,tif
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_cha_30700.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_cha_30700.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_NRN_S_N_art20016_art20016_01822.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_NRN_S_N_art20016_art20016_01822.tif,tif
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_pla_20028.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_pla_20028.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_nat_30725.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_nat_30725.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_CNN_M_N_art00024_art00024_10553.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_CNN_M_N_art00024_art00024_10553.tif,tif
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_D_NRN_M_N_nat10110_cha00031_11367.jpg,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_D_NRN_M_N_nat10110_cha00031_11367.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_D_CRN_M_N_pla00010_pla00020_10001.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_D_CRN_M_N_pla00010_pla00020_10001.tif,tif
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_NNN_S_N_arc20021_arc20021_02166.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_NNN_S_N_arc20021_arc20021_02166.tif,tif
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_txt_30019.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_txt_30019.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_pla_30541.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_pla_30541.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_D_NRN_S_B_sec00083_ani00070_00722.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_D_NRN_S_B_sec00083_ani00070_00722.tif,tif
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_D_NRN_S_N_nat00076_nat00086_10081.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_D_NRN_S_N_nat00076_nat00086_10081.tif,tif
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_D_NRN_M_N_cha00024_txt00098_10324.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_D_NRN_M_N_cha00024_txt00098_10324.tif,tif
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_ani_20033.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_ani_20033.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_arc_30582.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_arc_30582.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_NND_M_N_ani00002_ani00002_00122.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_NND_M_N_ani00002_ani00002_00122.tif,tif
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_art_30361.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_art_30361.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_art_30390.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_art_30390.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_CNN_M_N_nat00068_nat00068_10568.jpg,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_CNN_M_N_nat00068_nat00068_10568.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_NRN_S_N_sec20020_sec20020_01610.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_NRN_S_N_sec20020_sec20020_01610.tif,tif
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_pla_30258.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_pla_30258.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_arc_30410.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_arc_30410.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_sec_30203.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_sec_30203.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_nat_20068.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_nat_20068.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_nat_30227.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_nat_30227.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_CNN_S_B_arc00092_arc00092_01042.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_CNN_S_B_arc00092_arc00092_01042.tif,tif
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_NNN_S_N_nat20036_nat20036_01540.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_NNN_S_N_nat20036_nat20036_01540.tif,tif
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_sec_30294.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_sec_30294.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_ani_30619.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_ani_30619.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_NNN_S_N_arc00029_arc00029_00249.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_NNN_S_N_arc00029_arc00029_00249.tif,tif
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_sec_30564.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_sec_30564.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_cha_30124.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_cha_30124.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_NNN_S_N_nat20044_nat20044_01548.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_NNN_S_N_nat20044_nat20044_01548.tif,tif
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_nat_30644.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_nat_30644.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_pla_30421.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_pla_30421.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_ani_00059.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_ani_00059.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_ind_20044.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_ind_20044.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_ani_30615.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_ani_30615.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_NRD_S_N_ind20060_ind20060_01801.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_NRD_S_N_ind20060_ind20060_01801.tif,tif
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Au\Au_pla_30570.jpg,ORIGINAL,none_authentic,KAGGLE_CASIA_2_0,Au_pla_30570.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_D_NRN_S_N_nat10159_ani00070_12052.jpg,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_D_NRN_S_N_nat10159_ani00070_12052.jpg,jpg
C:\Users\kongeshwaran\AI GOVERNMENT SCHEME LEAKAGE DETECTOR\dataset\casia\CASIA2\Tp\Tp_S_NNN_S_N_arc20095_arc20095_01735.tif,TAMPERED,splicing_or_copymove,KAGGLE_CASIA_2_0,Tp_S_NNN_S_N_arc20095_arc20095_01735.tif,tif
